DATASET: ca4663.tsp
30534.4 30946.9
30563.1 30963.6
30644.2 31052.2
30624.2 31049.2
30600 31050
30583.3 31083.3
30550 31066.7
30596.9 31071.9
30596.7 31055
30633.3 31050
30631.7 31083.1
30637.8 31085.6
30683.3 31083.3
30712.5 31109.7
30716.7 31116.7
30700 31116.7
30678.1 31033.1
30653.3 30987.2
30648.9 30998.3
30648.3 31000.8
30676.4 30998.6
30686.9 30998.1
30756.9 30956.7
30764.2 30962.2
30750 31016.7
30717.2 30994.2
30734.2 30992.8
30737.5 30973.1
30713.6 30937.5
30724.4 30940.8
30750 30920.6
30758.9 30870.3
30764.4 30853.9
30730.3 30876.9
30699.4 30896.4
30668.6 30918.6
30681.9 30947.5
30693.3 30976.4
30697.5 30977.5
30678.6 30975.6
30669.2 30979.7
30636.9 30938.3
30654.7 30958.6
30643.6 30945.8
30636.7 30914.2
30633.3 30933.3
30636.7 30913.9
30681.4 30909.4
30683.9 30907.5
30666.9 30940
30621.9 30902.2
30596.1 30900
30599.7 30907.8
30570.3 30885.8
30574.2 30956.9
30586.4 30947.8
30605.3 30963.9
30616.7 30983.3
30627.8 31016.1
30606.1 31003.1
30591.9 31000
30602.8 30966.9
30550 30966.7
30616.7 31050
30650 31047.2
30666.7 31016.7
30656.9 30984.2
30653.1 30971.9
30689.7 30978.3
30658.3 31004.7
30686.9 30997.8
30725 31024.7
30716.7 31050
30697.2 31047.5
30666.7 31100
30652.2 31114.2
30633.1 31121.9
30566.7 31066.7
30566.7 31100
30566.7 31050
30546.4 31035.8
30568.3 31031.1
30517.5 31068.3
30525 31050.3
30537.2 31015
30523.1 31031.1
30498.3 30973.6
30458.1 31000.6
30442.8 31028.3
30369.4 31011.4
30381.7 31000.6
30352.5 31030.6
30366.7 31050
30358.3 31082.2
30321.7 31036.1
30339.7 31027.2
30347.8 31000.8
30350 31000
30400 30983.3
30416.7 30950
30416.7 30900
30400 30883.3
30300 30950
30348.9 31005.6
30362.2 31025.8
30397.2 31035
30410.8 31036.1
30406.7 31022.2
30465 31030.6
30500.6 31052.2
30447.2 31046.1
30462.8 31049.2
30476.1 31035.8
30470 31068.6
30494.7 31027.2
30498.1 31063.6
30499.2 31050.8
30485.8 31054.7
30498.9 31070
30485.6 31087.5
30470.8 31086.9
30491.7 31125.8
30500 31116.7
30463.6 31120
30455.8 31095
30505.8 31103.1
30533.3 31116.7
30525.6 31064.7
30516.7 31050
30544.2 31043.3
30566.7 31083.3
30516.7 31083.3
30523.6 31078.3
30530 31097.2
30523.9 31094.4
30516.7 31100
30428.1 31075
30414.7 31086.7
30416.7 31066.7
30416.1 31098.3
30449.4 31137.5
30440.3 31155.3
30450 31183.3
30399.7 31189.7
30413.3 31191.7
30410.8 31171.1
30391.9 31172.5
30382.8 31210.8
30378.9 31189.7
30363.9 31208.3
30351.9 31226.1
30383.3 31283.3
30400 31300
30415.6 31300.3
30416.7 31300
30418.1 31293.6
30500.8 31232.2
30496.4 31208.9
30506.1 31181.4
30502.5 31216.1
30500.3 31197.2
30489.7 31178.9
30566.7 31183.3
30543.3 31136.9
30516.7 31150
30487.5 31106.4
30450 31133.3
30456.4 31141.4
30439.7 31121.7
30440.3 31137.5
30458.9 31125.8
30451.9 31130.6
30460.8 31187.5
30497.2 31191.7
30461.7 31167.5
30404.2 31133.6
30398.1 31130.8
30363.3 31101.4
30366.7 31066.7
30343.3 31069.7
30347.2 31110.3
30339.2 31094.7
30317.2 31087.2
30354.7 31104.4
30383.3 31114.2
30387.8 31115
30428.3 31115.3
30431.7 31081.1
30372.2 31050.8
30381.1 31061.4
30388.3 31092.5
30363.9 31049.4
30438.6 31068.9
30428.9 31060.6
30422.5 31090.3
30407.8 31083.6
30415.8 31076.1
30430.8 31034.4
30400 31000
30411.4 31004.7
30431.1 31009.7
30417.8 31024.2
30403.6 31054.4
30391.4 31068.1
30435 31089.2
30445.6 31089.2
30373.3 31070.8
30382.8 31041.1
30335.6 31052.5
30318.1 31073.6
30307.5 31053.1
30271.1 31082.2
30273.6 31086.1
30300 31100
30313.1 31114.7
30341.4 31125.3
30331.4 31140.3
30383.3 31166.7
30389.7 31145.3
30380.8 31160
30380.6 31145.8
30347.5 31155.6
30361.9 31150.6
30321.7 31153.6
30370.3 31180
30415 31214.7
30429.7 31206.7
30401.9 31202.5
30407.8 31225.3
30424.7 31175.6
30363.6 31137.2
30338.9 31163.6
30279.2 31158.1
30255.3 31161.7
30265.8 31173.6
30307.5 31236.1
30335.6 31211.7
30339.7 31246.9
30350 31300
30333.3 31316.7
30323.6 31343.1
30333.3 31350
30332.8 31335.3
30286.9 31317.8
30383.3 31333.3
30364.7 31311.7
30401.7 31351.7
30373.6 31333.3
30416.7 31333.3
30453.1 31300.8
30443.3 31270.6
30428.6 31293.1
30450 31316.7
30460.8 31315
30442.5 31340.8
30466.7 31300
30483.3 31316.7
30483.3 31300
30500 31350
30530.3 31337.8
30550 31333.3
30515.8 31334.4
30532.5 31363.6
30533.3 31366.7
30516.7 31383.3
30550 31383.3
30503.9 31360.8
30537.2 31381.7
30533.3 31383.3
30575 31363.9
30585.8 31386.9
30600.3 31349.2
30583.3 31383.3
30617.8 31391.7
30647.2 31372.2
30650 31366.7
30599.4 31310.3
30583.3 31300
30593.1 31330.6
30633.3 31300
30633.3 31333.3
30613.9 31318.1
30633.3 31316.7
30668.9 31345.3
30666.7 31366.7
30691.9 31330
30697.2 31338.9
30683.3 31283.3
30683.3 31290.3
30688.9 31276.4
30729.2 31296.4
30716.7 31308.3
30795.8 31300
30836.1 31259.7
30838.9 31266.7
30779.4 31291.4
30805.6 31275
30848.3 31257.5
30884.7 31251.7
30881.7 31236.4
30896.7 31181.9
30864.7 31177.5
30933.1 31159.4
30861.9 31199.2
30853.3 31123.6
30790.3 31162.5
30789.7 31173.9
30811.9 31158.1
30783.1 31150
30740.8 31148.9
30806.1 31098.3
30789.2 31125.3
30789.4 31108.1
30846.7 31123.9
30914.7 31155.6
30903.9 31155.8
30948.9 31134.2
31016.7 31133.3
30996.1 31231.9
31020.3 31259.7
30988.1 31262.5
30966.7 31250
31000 31300
31043.1 31376.7
31077.5 31375.8
31066.7 31333.3
31040.3 31342.2
31016.7 31316.7
31036.1 31337.5
31006.1 31383.3
31001.4 31360.6
30966.7 31367.5
30957.5 31356.9
30947.5 31357.8
30931.9 31357.8
30884.7 31375
30895 31348.6
30882.8 31319.7
30894.2 31301.7
30900 31300
30866.7 31313.9
30883.3 31316.7
30910.3 31244.2
30876.4 31255.3
30879.7 31213.6
30846.9 31191.7
30892.5 31116.9
30866.7 31116.7
30834.7 31095
30833.3 31100
30878.6 31096.4
30850 31150
30812.5 31188.6
30848.9 31160.3
30811.7 31165.6
30767.2 31171.9
30784.2 31126.9
30837.5 31154.2
30822.5 31125.3
30818.3 31120.6
30833.3 31100.3
30859.7 31067.5
30864.7 31056.7
30886.1 31050.3
30804.7 31039.7
30775.3 31038.6
30810.3 30995
30812.2 30978.6
30820.8 31010.3
30806.1 30985.3
30806.7 30973.6
30809.4 30928.1
30813.6 30917.5
30791.9 30884.2
30776.9 30925
30780 30937.8
30782.8 30939.7
30781.7 30924.7
30777.2 30932.8
30749.7 30934.4
30729.4 30918.9
30720.8 30853.6
30742.5 30857.8
30697.2 30862.2
30693.9 30864.7
30690 30855
30673.9 30889.4
30653.6 30883.6
30631.1 30867.5
30654.2 30862.5
30673.6 30788.1
30689.7 30800.8
30664.2 30804.4
30642.2 30775
30640.8 30801.9
30676.7 30807.5
30698.6 30825.3
30714.4 30803.6
30748.1 30830.3
30759.7 30844.7
30784.4 30805
30758.9 30794.2
30766.9 30785.6
30737.5 30802.5
30708.1 30753.9
30712.5 30738.9
30719.4 30722.2
30709.7 30719.4
30716.4 30704.2
30699.4 30693.1
30625 30642.2
30637.5 30705.6
30659.7 30720.8
30619.4 30729.2
30551.9 30759.2
30521.1 30790.8
30530.3 30792.5
30653.6 30787.5
30593.1 30719.4
30606.9 30726.4
30633.6 30740.8
30672.8 30753.9
30673.3 30753.3
30678.3 30744.2
30676.4 30736.1
30690.6 30777.8
30692.8 30743.3
30719.7 30782.5
30735.3 30700.6
30729.7 30736.4
30730 30774.7
30750.8 30711.4
30738.9 30745.8
30745.8 30740.3
30745.8 30726.4
30755.8 30698.9
30734.7 30697.2
30756.1 30732.8
30772.5 30771.1
30754.7 30763.9
30747.8 30772.2
30738.3 30775.3
30782.2 30753.6
30814.2 30724.7
30821.9 30715.8
30825.6 30713.3
30786.7 30716.9
30776.4 30713.9
30747.2 30670.6
30761.1 30670.8
30775.8 30672.8
30798.3 30675.8
30813.6 30648.6
30827.5 30624.7
30844.4 30626.7
30853.3 30610.3
30836.4 30641.9
30836.1 30641.7
30827.8 30636.1
30824.2 30633.6
30791.1 30618.6
30791.9 30638.6
30745.8 30609.7
30753.6 30633.9
30735.3 30632.5
30758.3 30620.3
30753.1 30626.4
30718.9 30645.6
30710.8 30647.8
30713.9 30637.5
30662.5 30669.4
30700.6 30690.3
30676.1 30680.6
30612.5 30676.4
30569.4 30738.9
30575 30711.1
30544.4 30726.4
30547.8 30654.2
30554.2 30663.1
30606.9 30629.2
30558.3 30625
30590.3 30661.1
30591.7 30616.9
30658.9 30545.6
30657.5 30556.9
30643.1 30601.4
30643.1 30651.4
30690.3 30631.9
30691.7 30586.1
30720.8 30586.7
30696.7 30577.8
30741.7 30564.2
30737.2 30556.9
30694.4 30593.1
30730.6 30654.2
30770.8 30637.2
30724.4 30652.8
30721.7 30676.4
30714.2 30680.3
30753.3 30651.7
30733.3 30616.7
30765.6 30592.5
30781.9 30554.2
30812.8 30570.8
30810 30591.7
30811.4 30591.1
30796.9 30589.4
30789.2 30608.9
30860.3 30627.8
30836.9 30655
30809.4 30662.8
30799.4 30637.5
30795.8 30610.6
30787.5 30632.8
30796.1 30645.8
30800.8 30591.4
30824.7 30559.2
30804.7 30529.7
30828.1 30534.2
30763.3 30503.1
30761.4 30470.6
30634.7 30522.2
30611.1 30569.7
30698.6 30520.8
30650.3 30500.3
30706.1 30521.4
30733.6 30556.7
30708.3 30530.6
30729.7 30528.3
30763.3 30570.8
30753.1 30566.1
30772.2 30573.1
30763.1 30536.9
30816.7 30555.6
30798.3 30519.4
30771.4 30520.6
30793.9 30512.5
30791.7 30543.1
30815.3 30526.4
30839.7 30570.3
30846.7 30526.1
30857.5 30463.1
30846.9 30436.4
30811.4 30466.7
30834.4 30431.1
30783.6 30400.8
30729.2 30391.7
30776.1 30422.8
30688.9 30375
30633.3 30383.3
30513.9 30382.5
30466.7 30516.7
30316.7 30416.7
30375 30500.3
30450 30516.7
30366.7 30350
30350 30350
30086.4 30086.4
28983.3 30016.7
29116.7 30600
29133.3 30650
29100 30683.3
29133.3 30716.7
29200 30683.3
29233.3 30700
29200 30666.7
29250 30633.3
29166.7 30583.3
29150 30583.3
29133.3 30600
29133.3 30616.7
29150 30616.7
29266.7 30650
29233.3 30650
29216.7 30683.3
29250 30683.3
29233.3 30683.3
29283.3 30733.3
29300 30700
29250 30666.7
29300 30683.3
29350 30700
29366.7 30733.3
29416.7 30716.7
29416.7 30683.3
29400 30650
29400 30633.3
29400 30616.7
29400 30533.3
29416.7 30416.7
29416.7 30450
29400 30433.3
29383.3 30516.7
29383.3 30550
29350 30566.7
29400 30600
29316.7 30650
29300 30650
29283.3 30633.3
29266.7 30616.7
29333.3 30716.7
29300 30766.7
29283.3 30750
29266.7 30800
29266.7 30766.7
29266.7 30750
29266.7 30733.3
29200 30750
29266.7 30700
29250 30716.7
29250 30750
29233.3 30766.7
29233.3 30800
29216.7 30766.7
29233.3 30750
29166.7 30733.3
29183.3 30733.3
29116.7 30800
29116.7 30816.7
29150 30800
29216.7 30700
29183.3 30683.3
29133.3 30633.3
29150 30650
29116.7 30650
29166.7 30666.7
29133.3 30700
29100 30733.3
29150 30733.3
29150 30766.7
29166.7 30766.7
29166.7 30800
29166.7 30783.3
29183.3 30833.3
29200 30816.7
29216.7 30850
29250 30883.3
29166.7 30816.7
29233.3 30833.3
29250 30800
29316.7 30833.3
29333.3 30750
29400 30700
29433.3 30650
29416.7 30650
29433.3 30700
29450 30716.7
29450 30700
29450 30866.7
29483.3 30866.7
29500 30866.7
29500 30833.3
29466.7 30850
29466.7 30866.7
29450 30883.3
29416.7 30933.3
29433.3 30966.7
29403.9 31009.7
29350 31050
29251.7 31091.9
29265.6 31085
29250 31083.3
29227.8 31072.2
29170.8 31002.8
29183.3 30950
29200 30966.7
29133.3 30933.3
29150 30950
29166.7 30916.7
29183.3 30933.3
29133.3 30883.3
29116.7 30900
29133.3 30900
29100 30916.7
29100 30966.7
29091.7 31022.2
29116.7 31033.3
29083.3 31116.7
29150 31133.3
29133.3 31133.3
29116.7 31050
29100 31050
29133.3 31050
29150 31066.7
29147.2 31047.2
29166.7 30983.3
29200 31033.3
29200 31000
29200 30983.3
29216.7 30983.3
29233.3 30933.3
29266.7 30883.3
29233.3 30950
29300 30850
29316.7 30850
29366.7 30900
29416.7 30833.3
29450 30800
29383.3 30816.7
29316.7 30783.3
29350 30750
29350 30800
29366.7 30866.7
29400 30866.7
29416.7 30916.7
29366.7 30966.7
29400 31016.7
29433.3 31033.3
29431.4 31050.8
29450 31050
29516.7 31000
29533.3 30983.3
29533.3 30933.3
29550 30950
29516.7 30933.3
29466.7 31000
29433.3 31000
29443.3 31001.4
29450 30916.7
29500 30916.7
29516.7 30900
29500 30883.3
29500 30850
29533.3 30950
29483.3 30950
29533.3 30966.7
29500 30950
29483.3 30966.7
29666.7 31050
29550 30966.7
29500 31000
29466.7 30966.7
29433.3 30983.3
29416.1 31045.3
29366.7 31033.3
29366.7 31000
29258.1 31049.2
29383.3 31016.7
29416.7 31016.7
29400 30966.7
29400 30950
29400 30900
29366.7 30916.7
29350 30866.7
29350 30816.7
29350 30916.7
29283.3 30850
29266.7 30833.3
29250 30900
29300 30966.7
29333.3 30950
29316.7 30966.7
29316.7 31000
29323.1 31013.3
29368.1 31004.7
29350 30966.7
29316.7 30950
29316.7 30900
29333.3 30883.3
29300 30900
29266.7 30850
29283.3 30816.7
29333.3 30783.3
29350 30733.3
29316.7 30700
29300 30733.3
29316.7 30716.7
29350 30683.3
29400 30683.3
29383.3 30733.3
29383.3 30700
29366.7 30683.3
29383.3 30666.7
29333.3 30633.3
29316.7 30566.7
29283.3 30616.7
29300 30600
29300 30583.3
29266.7 30566.7
29316.7 30583.3
29350 30600
29366.7 30600
29400 30566.7
29366.7 30533.3
29350 30583.3
29366.7 30550
29366.7 30583.3
29383.3 30566.7
29416.7 30633.3
29466.7 30683.3
29466.7 30700
29466.7 30766.7
29383.3 30783.3
29383.3 30766.7
29366.7 30750
29450 30750
29416.7 30766.7
29383.3 30800
29400 30816.7
29416.7 30816.7
29416.7 30866.7
29416.7 30850
29416.7 30900
29383.3 30883.3
29366.7 30850
29333.3 30833.3
29333.3 30800
29266.7 30783.3
29233.3 30783.3
29250 30833.3
29166.7 30850
29166.7 30833.3
29116.7 30916.7
29050 30900
29066.7 30883.3
29116.7 30933.3
29100 30983.3
29066.7 30966.7
29033.3 30983.3
29075 31022.2
29056.9 31023.6
29054.2 31058.3
29000 31016.7
29000 31033.3
28983.3 31033.3
28950 31033.3
28950 31016.7
28966.7 31033.3
28966.7 31016.7
29016.7 31050
29022.2 31038.9
28983.3 31016.7
28966.7 31050
28933.3 31016.7
28933.3 31000
28916.7 30983.3
28800 30950
28783.3 30900
28783.3 30916.7
28766.7 30916.7
28850 30900
28800 30883.3
28750 30883.3
28733.3 30900
28683.3 30816.7
28666.7 30800
28683.3 30766.7
28675.8 30743.1
28700 30766.7
28703.1 30736.4
28731.4 30710
28738.1 30721.9
28733.3 30733.3
28702.5 30694.2
28696.7 30693.1
28666.7 30683.3
28630.6 30684.7
28607.2 30739.7
28623.9 30710
28594.2 30716.1
28593.3 30730.8
28615 30733.6
28616.7 30766.7
28566.7 30800
28566.7 30833.3
28633.3 30850
28650 30833.3
28683.3 30850
28700 30900
28683.3 30883.3
28666.7 30850
28600 30850
28616.7 30850
28550 30866.7
28480.6 30815.3
28483.3 30800
28450 30783.3
28422.2 30755.6
28383.3 30750
28400 30733.3
28388.9 30763.9
28333.3 30733.3
28316.7 30716.7
28279.2 30750.6
28283.3 30733.3
28291.7 30758.3
28300 30733.3
28233.3 30750
28266.7 30733.3
28183.3 30766.7
28216.7 30750
28216.7 30766.7
28233.3 30733.3
28166.7 30766.7
28155.6 30733.3
28116.7 30766.7
28066.7 30833.3
28033.3 30816.7
28011.1 30790.3
28016.7 30800
28050 30766.7
28100 30750
28116.7 30750
28083.3 30750
28083.3 30725
28133.3 30766.7
28150 30766.7
28150 30750
28147.2 30766.7
28097.2 30773.6
28066.7 30766.7
28083.3 30783.3
28033.3 30800
28005.6 30850
27983.3 30850
28000 30833.3
28016.7 30816.7
28000 30816.7
28025 30805.6
28050 30833.3
28050 30783.3
28050 30800
28055.6 30822.2
27983.3 30866.7
27966.7 30800
27933.3 30816.7
27950 30766.7
27950 30800
27983.3 30716.7
27983.3 30750
28033.3 30750
28016.7 30733.3
28016.7 30683.3
28016.7 30700
28000 30700
27966.7 30700
27950 30700
27950 30716.7
27950 30733.3
27933.3 30783.3
27983.3 30800
27983.3 30833.3
27983.3 30783.3
27883.3 30750
27900 30716.7
27916.7 30683.3
27883.3 30716.7
27833.3 30733.3
27850 30716.7
27816.7 30733.3
27800 30733.3
27750 30750
27666.7 30766.7
27666.7 30733.3
27683.3 30766.7
27583.3 30750
27616.7 30766.7
27600 30766.7
27550 30800
27516.7 30816.7
27500 30750
27533.3 30750
27550 30733.3
27533.3 30716.7
27466.7 30733.3
27466.7 30750
27416.7 30766.7
27400 30783.3
27383.3 30800
27400 30833.3
27400 30850
27366.7 30850
27366.7 30866.7
27383.3 30900
27366.7 30916.7
27383.3 30766.7
27333.3 30783.3
27333.3 30833.3
27316.7 30850
27366.7 30833.3
27433.3 30816.7
27416.7 30833.3
27433.3 30833.3
27383.3 30783.3
27416.7 30800
27500 30783.3
27516.7 30833.3
27533.3 30833.3
27583.3 30816.7
27616.7 30783.3
27650 30766.7
27666.7 30750
27700 30733.3
27733.3 30766.7
27733.3 30783.3
27733.3 30733.3
27716.7 30750
27650 30783.3
27650 30800
27633.3 30816.7
27600 30800
27616.7 30750
27600 30783.3
27600 30700
27633.3 30666.7
27650 30700
27633.3 30683.3
27616.7 30666.7
27600 30666.7
27566.7 30700
27550 30716.7
27500 30733.3
27483.3 30733.3
27483.3 30766.7
27466.7 30766.7
27450 30766.7
27416.7 30750
27450 30733.3
27433.3 30750
27466.7 30816.7
27500 30833.3
27466.7 30850
27483.3 30850
27466.7 30833.3
27450 30866.7
27483.3 30866.7
27583.3 30833.3
27616.7 30883.3
27650 30883.3
27666.7 30866.7
27783.3 30800
27783.3 30750
27766.7 30750
27766.7 30733.3
27683.3 30700
27616.7 30683.3
27700 30716.7
27783.3 30766.7
27800 30750
27850 30800
27850 30783.3
27866.7 30733.3
27916.7 30766.7
27916.7 30733.3
27900 30750
27916.7 30750
27900 30783.3
27900 30800
27900 30816.7
27883.3 30816.7
27866.7 30833.3
27866.7 30800
27850 30766.7
27783.3 30816.7
27800 30816.7
27816.7 30800
27816.7 30833.3
27850 30833.3
27866.7 30816.7
27900 30850
27950 30833.3
27950 30816.7
27966.7 30833.3
27950 30850
27966.7 30850
27950 30866.7
27933.3 30866.7
27933.3 30850
27933.3 30833.3
27883.3 30850
27833.3 30850
27800 30866.7
27766.7 30916.7
27783.3 30883.3
27750 30866.7
27750 30900
27716.7 30900
27666.7 30900
27700 30866.7
27600 30866.7
27633.3 30850
27633.3 30883.3
27683.3 30883.3
27733.3 30900
27733.3 30833.3
27750 30833.3
27683.3 30816.7
27716.7 30800
27683.3 30833.3
27666.7 30816.7
27650 30866.7
27583.3 30850
27600 30850
27600 30833.3
27566.7 30833.3
27550 30816.7
27483.3 30833.3
27516.7 30800
27533.3 30800
27533.3 30783.3
27450 30833.3
27433.3 30866.7
27366.7 30883.3
27383.3 30883.3
27333.3 30916.7
27333.3 30933.3
27383.3 30983.3
27366.7 30933.3
27383.3 30950
27316.7 30966.7
27316.7 30983.3
27283.3 31000
27266.7 31016.7
27250 31000
27216.7 30983.3
27300 31050
27316.7 31033.3
27316.7 31016.7
27333.3 31100
27300 31100
27266.7 31116.7
27283.3 31083.3
27300 31133.3
27266.7 31150
27266.7 31133.3
27283.3 31116.7
27216.7 31116.7
27200 31116.7
27133.3 31166.7
27183.3 31200
27183.3 31233.3
27200 31250
27100 31283.3
27066.7 31316.7
27100 31333.3
27033.3 31316.7
27050 31366.7
27016.7 31350
27050 31350
27066.7 31350
27066.7 31333.3
27083.3 31333.3
27133.3 31316.7
27133.3 31266.7
27133.3 31233.3
27183.3 31183.3
27200 31166.7
27216.7 31150
27266.7 31166.7
27233.3 31166.7
27266.7 31200
27283.3 31183.3
27233.3 31216.7
27240.3 31256.9
27266.7 31233.3
27316.7 31133.3
27316.7 31116.7
27333.3 31066.7
27333.3 31033.3
27333.3 31016.7
27316.7 30933.3
27316.7 30950
27283.3 30900
27300 30950
27250 30916.7
27250 30933.3
27216.7 31016.7
27233.3 31050
27200 31066.7
27200 31050
27216.7 31000
27250 31050
27266.7 31050
27233.3 31066.7
27233.3 31033.3
27250 31066.7
27250 31100
27250 31116.7
27233.3 31116.7
27200 31083.3
27200 31100
27166.7 31216.7
27166.7 31200
27166.7 31150
27116.7 31233.3
27100 31200
27033.3 31266.7
27066.7 31216.7
27016.7 31233.3
27000 31250
27016.7 31250
26983.3 31266.7
26916.7 31300
26900 31300
26900 31316.7
26883.3 31316.7
26866.7 31333.3
26900 31350
26916.7 31366.7
26900 31366.7
26816.7 31433.3
26866.7 31466.7
26833.3 31450
26800 31416.7
26766.7 31433.3
26783.3 31433.3
26800 31483.3
26816.7 31483.3
26816.7 31500
26733.3 31500
26716.7 31483.3
26700 31516.7
26700 31533.3
26733.3 31550
26716.7 31550
26666.7 31550
26666.7 31616.7
26683.3 31616.7
26700 31600
26683.3 31566.7
26700 31566.7
26716.7 31616.7
26733.3 31633.3
26700 31633.3
26750 31616.7
26733.3 31583.3
26783.3 31533.3
26850 31533.3
26766.7 31550
26733.3 31516.7
26666.7 31500
26683.3 31516.7
26650 31516.7
26583.3 31583.3
26583.3 31650
26616.7 31683.3
26616.7 31666.7
26583.3 31683.3
26583.3 31700
26566.7 31700
26566.7 31666.7
26566.7 31716.7
26533.3 31683.3
26550 31700
26550 31716.7
26533.3 31766.7
26533.3 31800
26550 31800
26533.3 31783.3
26516.7 31816.7
26566.7 31800
26566.7 31733.3
26600 31716.7
26616.7 31766.7
26583.3 31766.7
26483.3 31750
26450 31766.7
26416.7 31766.7
26433.3 31800
26466.7 31800
26450 31783.3
26416.7 31800
26400 31766.7
26350 31883.3
26316.7 31883.3
26300 31866.7
26300 31916.7
26283.3 31950
26300 31966.7
26316.7 31933.3
26333.3 31933.3
26350 31916.7
26333.3 31883.3
26350 31900
26316.7 31983.3
26300 32016.7
26266.7 31950
26283.3 31883.3
26250 31866.7
26250 31900
26233.3 31916.7
26183.3 31900
26200 31933.3
26216.7 31900
26233.3 31950
26233.3 31966.7
26216.7 31983.3
26200 32033.3
26216.7 32066.7
26166.7 32066.7
26150 32066.7
26116.7 32066.7
26083.3 32033.3
26083.3 32050
26066.7 32050
26100 32083.3
26116.7 32083.3
26133.3 32116.7
26116.7 32100
26183.3 32066.7
26150 32033.3
26133.3 32033.3
26133.3 31983.3
26100 32016.7
26083.3 32066.7
26083.3 32083.3
26033.3 32100
26033.3 32133.3
26083.3 32200
26066.7 32266.7
26083.3 32300
26083.3 32250
26066.7 32250
26050 32250
26016.7 32266.7
26033.3 32316.7
26050 32350
26033.3 32366.7
26066.7 32350
26050 32366.7
26066.7 32333.3
26083.3 32416.7
26100 32433.3
26116.7 32466.7
26083.3 32483.3
26100 32483.3
26116.7 32533.3
26116.7 32483.3
26116.7 32516.7
26150 32483.3
26150 32516.7
26166.7 32516.7
26150 32466.7
26133.3 32583.3
26183.3 32550
26166.7 32550
26183.3 32583.3
26150 32600
26150 32616.7
26133.3 32700
26116.7 32733.3
26150 32766.7
26116.7 32766.7
26133.3 32766.7
26100 32783.3
26066.7 32800
26066.7 32816.7
26033.3 32866.7
26000 32850
26016.7 32783.3
26050 32766.7
26016.7 32766.7
26050 32750
26100 32766.7
26116.7 32783.3
26083.3 32750
26083.3 32766.7
26033.3 32783.3
26000 32783.3
25966.7 32783.3
25983.3 32766.7
25933.3 32766.7
25900 32783.3
25916.7 32733.3
25866.7 32716.7
25866.7 32750
25883.3 32733.3
25850 32766.7
25833.3 32750
25883.3 32716.7
25900 32733.3
25850 32750
25833.3 32766.7
25816.7 32733.3
25800 32716.7
25816.7 32783.3
25800 32800
25733.3 32716.7
25766.7 32733.3
25783.3 32733.3
25766.7 32766.7
25766.7 32700
25750 32683.3
25733.3 32616.7
25683.3 32616.7
25700 32616.7
25716.7 32600
25700 32633.3
25633.3 32616.7
25616.7 32550
25616.7 32533.3
25616.7 32566.7
25650 32466.7
25583.3 32466.7
25516.7 32450
25550 32450
25566.7 32466.7
25600 32466.7
25566.7 32450
25483.3 32500
25483.3 32516.7
25450 32483.3
25466.7 32483.3
25500 32466.7
25466.7 32516.7
25516.7 32500
25600 32500
25583.3 32483.3
25583.3 32533.3
25650 32583.3
25683.3 32633.3
25683.3 32650
25666.7 32666.7
25633.3 32666.7
25650 32633.3
25666.7 32633.3
25716.7 32650
25750 32650
25766.7 32716.7
25800 32733.3
25900 32716.7
25900 32750
25916.7 32750
25933.3 32783.3
25950 32783.3
25933.3 32750
25883.3 32783.3
25900 32800
25883.3 32766.7
25883.3 32800
25850 32833.3
25833.3 32816.7
25866.7 32833.3
25916.7 32833.3
25900 32833.3
25916.7 32850
25983.3 32833.3
25950 32850
25983.3 32816.7
25983.3 32850
26000 32816.7
26033.3 32800
26050 32783.3
26083.3 32816.7
26116.7 32716.7
26166.7 32716.7
26150 32716.7
26150 32666.7
26166.7 32650
26183.3 32666.7
26183.3 32650
26183.3 32616.7
26200 32633.3
26216.7 32600
26183.3 32483.3
26166.7 32500
26150 32433.3
26150 32416.7
26166.7 32466.7
26050 32383.3
26066.7 32366.7
26083.3 32383.3
26083.3 32366.7
26066.7 32400
26116.7 32400
26133.3 32366.7
26116.7 32350
26083.3 32350
26050 32300
